,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1269,0.3,4,7.14,3.75,62.3,54.0,4.3,4.27,2.67,461.354385790577
1270,0.97,4,7.14,1.25,60.7,56.0,6.43,6.41,3.9,3771.700819774722
1271,0.31,4,8.57,5.0,62.0,55.0,4.35,4.33,2.69,757.469263146626
1272,0.81,4,4.28,6.25,61.8,58.0,5.97,6.04,3.71,3227.5679638217916
1273,1.02,10,10.0,3.75,62.3,59.0,6.42,6.38,3.99,4446.266448190292
1274,0.3,10,2.85,8.75,61.1,59.0,4.31,4.33,2.64,785.3354761470127
1275,0.4,6,8.57,6.25,62.8,59.0,4.63,4.67,2.92,1286.0279163825471
1276,0.71,6,7.14,8.75,63.2,60.0,5.65,5.61,3.56,3131.0045229976313
1277,0.7,10,5.71,3.75,61.5,58.0,5.69,5.76,3.52,2294.133923439047
1278,0.23,4,8.57,2.5,61.5,55.0,3.95,3.98,2.43,106.80014298936112
1279,1.09,4,5.71,6.25,62.3,55.0,6.59,6.63,4.12,4987.068283110562
1280,0.3,4,8.57,7.5,61.0,56.0,4.33,4.39,2.66,1006.4389026667941
1281,0.35,10,8.57,5.0,59.5,58.0,4.59,4.62,2.74,855.6858484593831
1282,1.13,4,7.14,5.0,62.1,56.0,6.65,6.71,4.15,5167.257440387002
1283,0.31,4,5.71,8.75,61.5,54.0,4.36,4.39,2.69,1086.8506758243002
1284,1.33,4,2.85,5.0,61.1,54.0,7.14,7.15,4.37,6251.591650948389
1285,1.25,10,2.85,2.5,60.5,58.0,7.0,6.96,4.22,5431.175845387455
1286,2.0,2,4.28,3.75,61.2,50.0,8.17,8.08,4.97,10732.344396238108
1287,0.7,4,5.71,3.75,62.5,56.0,5.67,5.69,3.55,2333.49415460598
1288,0.39,8,7.14,5.0,64.3,55.0,4.56,4.64,2.96,928.7307232939565
1289,0.5,4,8.57,5.0,60.8,57.0,5.16,5.13,3.13,1649.5506732064568
1290,0.3,10,8.57,5.0,61.6,58.0,4.33,4.31,2.66,623.1697351371895
1291,1.37,4,1.42,5.0,63.0,57.0,7.11,7.05,4.46,6281.5270642679225
1292,0.8,4,4.28,5.0,62.1,54.0,5.96,5.99,3.71,3013.9985568191078
1293,0.28,6,7.14,8.75,60.1,59.0,4.24,4.25,2.55,1017.7983937575154
1294,0.34,8,8.57,3.75,60.5,60.1,4.5,4.53,2.73,639.9845017997741
1295,0.3,6,8.57,5.0,62.6,58.0,4.25,4.28,2.67,663.203527446849
1296,0.85,4,8.57,2.5,62.8,57.0,6.06,6.01,3.79,3195.8666879875564
1297,1.0,6,8.57,3.75,60.9,59.0,6.38,6.43,3.9,4380.639407418317
1298,0.41,10,5.71,5.0,62.6,59.0,4.73,4.76,2.97,912.3303323836044
1299,1.5,10,5.71,5.0,60.3,60.0,7.34,7.26,4.4,7681.657958327009
1300,0.72,6,4.28,2.5,63.3,57.0,5.7,5.67,3.6,2140.1904247148523
1301,0.33,10,5.71,6.25,62.0,59.0,4.42,4.36,2.72,794.5936652830715
1302,0.39,4,8.57,10.0,61.5,55.5,4.68,4.72,2.88,1830.247902398447
1303,0.4,4,8.57,5.0,61.4,57.0,4.78,4.75,2.92,1154.7865282001803
1304,1.01,8,7.14,3.75,63.5,59.0,6.29,6.38,4.02,4131.178276963979
1305,1.02,4,2.85,2.5,60.6,56.0,6.57,6.53,3.97,4003.7382356054277
1306,1.01,4,10.0,3.75,63.0,56.0,6.36,6.41,4.02,4389.100222858324
1307,0.7,4,7.14,3.75,61.8,56.0,5.68,5.75,3.53,2443.680180813879
1308,0.57,6,7.14,5.0,59.5,57.0,5.39,5.43,3.22,1968.1744768323388
1309,1.5,6,7.14,3.75,63.9,58.0,7.12,7.16,4.56,7251.740262739631
1310,1.01,10,1.42,2.5,59.3,56.0,6.51,6.45,3.84,3992.8078227237565
1311,0.51,4,10.0,5.0,61.2,55.0,5.17,5.13,3.15,1820.5003938076661
1312,1.0,10,8.57,2.5,61.7,58.0,6.39,6.34,3.93,4132.795239085923
1313,0.71,10,8.57,8.75,62.5,57.0,5.67,5.62,3.53,3248.7516093152317
1314,0.52,6,10.0,7.5,59.8,55.0,5.28,5.35,3.18,2152.5998727149545
1315,0.4,8,2.85,10.0,62.3,62.0,4.69,4.72,2.93,1396.1715729178286
1316,0.81,10,2.85,7.5,62.9,59.0,5.95,5.84,3.71,3267.476161823164
1317,0.53,4,7.14,7.5,61.3,55.0,5.23,5.27,3.22,2034.8757903379064
1318,2.02,10,2.85,2.5,59.4,59.0,8.25,8.21,4.89,10686.739405037953
1319,2.11,4,2.85,3.75,61.0,57.0,8.37,8.29,5.08,11297.198507754661
1320,1.15,4,10.0,5.0,58.5,57.0,6.96,6.93,4.06,5778.576284009407
1321,0.7,10,2.85,7.5,60.1,59.0,5.8,5.72,3.46,2759.7268672637165
1322,1.07,10,7.14,3.75,61.7,56.0,6.66,6.5,4.06,4651.625252780606
1323,0.56,4,4.28,3.75,61.9,54.0,5.3,5.33,3.29,1504.367562317906
1324,1.74,4,5.71,5.0,62.9,57.0,7.68,7.64,4.82,8946.288486795731
1325,0.31,6,5.71,7.5,62.2,56.0,4.31,4.34,2.69,894.6289932002783
1326,0.5,6,4.28,7.5,62.9,56.0,5.03,5.08,3.18,1662.5333141084138
1327,1.07,4,10.0,7.5,60.3,56.0,6.63,6.68,4.01,5470.695883831113
1328,0.3,10,5.71,6.25,61.8,59.0,4.37,4.34,2.69,585.3785565697708
1329,0.51,4,8.57,3.75,62.1,55.0,5.09,5.15,3.18,1498.6208082739959
1330,0.91,6,5.71,3.75,63.5,58.0,6.15,6.04,3.87,3534.909540506729
1331,0.3,6,4.28,3.75,61.3,58.0,4.29,4.33,2.64,233.41890010724273
1332,0.7,4,7.14,5.0,61.0,55.0,5.74,5.79,3.52,2637.2603274090143
1333,0.76,4,10.0,6.25,61.7,56.0,5.84,5.87,3.61,3342.663558028471
1334,1.15,4,2.85,6.25,61.3,56.0,6.74,6.76,4.14,5284.8182002634585
1335,1.47,10,1.42,2.5,60.0,58.0,7.36,7.31,4.4,6865.554331592773
1336,1.2,4,5.71,3.75,61.8,59.0,6.77,6.8,4.19,5406.087461857667
1337,1.07,4,8.57,3.75,60.4,57.0,6.62,6.56,3.98,4907.0658654442395
1338,1.01,4,7.14,3.75,62.0,54.0,6.41,6.49,4.0,4267.287278775018
1339,0.28,10,5.71,7.5,60.2,60.0,4.24,4.26,2.56,691.3522898831488
1340,2.27,10,4.28,2.5,60.7,59.0,8.5,8.45,5.15,12294.502747750883
1341,0.4,10,10.0,5.0,61.7,59.0,4.75,4.72,2.92,1159.784468245689
1342,0.39,6,1.42,6.25,63.5,58.0,4.64,4.59,2.93,807.9005061271455
1343,1.14,10,4.28,2.5,60.6,59.0,6.8,6.77,4.11,4775.641617242676
1344,0.53,4,8.57,8.75,61.9,55.0,5.2,5.21,3.22,2313.7715900040985
1345,0.4,4,2.85,2.5,61.0,58.0,4.74,4.77,2.9,443.5222945745445
1346,0.58,10,4.28,5.0,59.7,59.0,5.42,5.33,3.21,1857.983589381207
1347,0.7,10,10.0,3.75,61.2,58.0,5.74,5.7,3.5,2607.6726552850323
1348,0.55,4,4.28,10.0,61.5,55.0,5.25,5.29,3.25,2308.1624297816215
1349,0.72,6,2.85,5.0,63.3,57.0,5.66,5.72,3.6,2386.6605321198767
1350,0.3,4,7.14,3.75,62.3,53.9,4.28,4.31,2.68,425.3462283824283
1351,1.02,4,4.28,3.75,61.9,57.0,6.46,6.4,3.98,4210.53173055823
1352,0.51,6,2.85,3.75,63.5,55.0,5.07,5.11,3.23,1091.9947200183324
1353,0.65,10,8.57,2.5,62.6,59.0,5.54,5.49,3.45,2011.7409663144754
1354,1.07,4,4.28,3.75,61.1,56.0,6.63,6.6,4.04,4554.9675489791425
1355,0.43,4,5.71,8.75,61.8,55.0,4.87,4.9,3.02,1600.6079095310633
1356,0.32,10,2.85,10.0,60.3,58.0,4.41,4.45,2.67,1067.11814594102
1357,0.28,6,7.14,5.0,62.7,58.0,4.14,4.15,2.6,516.8718027253653
1358,1.7,6,5.71,5.0,62.6,57.0,7.6,7.67,4.78,8661.33589122104
1359,0.51,6,2.85,3.75,62.5,58.0,5.05,5.12,3.18,1104.0235446019888
1360,0.71,4,10.0,5.0,60.4,57.0,5.77,5.82,3.5,2912.796104698684
1361,0.4,10,8.57,5.0,62.0,58.0,4.73,4.69,2.92,1085.8650637355531
1362,0.9,4,5.71,3.75,60.2,56.0,6.24,6.29,3.77,3652.529232837216
1363,0.59,8,7.14,6.25,60.5,61.0,5.43,5.5,3.31,2117.3940185731426
1364,1.19,10,10.0,2.5,58.6,61.0,6.93,6.89,4.05,5649.46616202469
1365,0.51,10,5.71,5.0,61.3,59.0,5.17,5.11,3.15,1470.4659259828986
1366,0.5,6,8.57,5.0,61.8,57.0,5.05,5.11,3.14,1605.5756846446475
1367,1.01,2,4.28,2.5,64.9,56.0,6.33,6.25,4.08,3801.253754624455
1368,0.63,10,8.57,6.25,60.4,58.0,5.59,5.64,3.39,2444.8707563846565
1369,0.72,4,10.0,2.5,62.7,55.0,5.7,5.72,3.58,2545.0074395025695
1370,0.3,4,7.14,5.0,60.7,57.0,4.34,4.29,2.62,630.8516667501735
1371,0.3,4,8.57,7.5,61.6,56.0,4.32,4.35,2.67,1018.8666894510516
1372,0.29,6,10.0,7.5,59.1,61.0,4.33,4.37,2.57,1022.9634699298695
1373,1.0,6,8.57,2.5,63.2,56.0,6.33,6.36,4.01,4038.8498441618412
1374,1.17,4,5.71,6.25,61.7,57.0,6.71,6.75,4.15,5585.873347295354
1375,1.56,6,4.28,7.5,63.3,58.0,7.3,7.35,4.64,7967.582072177089
1376,0.56,4,8.57,3.75,62.7,57.0,5.27,5.23,3.29,1763.0794102196178
1377,0.41,6,2.85,2.5,63.5,57.0,4.72,4.7,2.99,452.8773428417626
1378,1.53,6,2.85,6.25,62.8,55.0,7.35,7.4,4.63,7548.650464159882
1379,0.52,6,1.42,3.75,62.5,59.0,5.14,5.16,3.22,1048.6421142304407
1380,0.4,4,1.42,3.75,61.4,55.0,4.75,4.8,2.93,523.430351513929
1381,1.0,10,7.14,5.0,59.0,59.0,6.54,6.51,3.85,4567.266207122166
1382,0.36,4,7.14,6.25,61.5,55.0,4.57,4.61,2.82,1049.068468675645
1383,0.41,4,8.57,5.0,61.8,57.0,4.76,4.78,2.95,1168.9522846372856
1384,0.9,10,4.28,3.75,61.4,60.0,6.13,6.08,3.75,3485.1388614457683
1385,1.59,10,5.71,3.75,62.3,60.0,7.49,7.42,4.64,7809.488440778967
1386,1.03,10,5.71,6.25,62.2,59.0,6.41,6.46,4.0,4592.806324433766
1387,0.38,10,5.71,6.25,61.9,56.0,4.68,4.63,2.88,1001.5583313719198
1388,0.74,4,8.57,2.5,59.2,59.0,5.92,5.97,3.52,2691.7613050387918
1389,1.5,6,5.71,3.75,63.1,59.0,7.22,7.27,4.57,7172.23787388261
1390,1.01,8,8.57,3.75,59.3,64.0,6.47,6.49,3.84,4531.47938892911
1391,1.71,10,4.28,5.0,62.5,58.0,7.64,7.52,4.74,8702.382056300268
1392,0.9,6,5.71,5.0,61.3,59.0,6.15,6.21,3.79,3718.5168717163906
1393,1.09,4,5.71,2.5,61.2,57.0,6.63,6.68,4.07,4558.900113052623
1394,0.78,6,8.57,6.25,60.0,56.0,6.0,6.03,3.61,3411.320658446002
1395,0.32,4,10.0,5.0,61.5,56.0,4.41,4.44,2.72,852.3208931764493
1396,0.3,4,7.14,10.0,62.0,56.0,4.31,4.33,2.68,1274.4993208327123
1397,1.01,10,5.71,3.75,58.8,58.0,6.59,6.51,3.85,4417.792596279343
1398,0.32,4,10.0,7.5,61.7,55.0,4.39,4.42,2.72,1203.378275649764
1399,1.05,10,4.28,5.0,62.7,59.0,6.49,6.43,4.05,4431.981570795813
1400,0.9,4,4.28,3.75,61.1,58.0,6.24,6.19,3.79,3541.061043785925
1401,0.54,4,5.71,8.75,62.2,56.0,5.2,5.22,3.24,2180.1190926928193
1402,1.5,4,8.57,3.75,62.6,56.0,7.27,7.3,4.56,7428.457257331893
1403,1.01,8,10.0,3.75,62.9,57.0,6.34,6.37,4.0,4361.363900431252
1404,1.76,4,7.14,2.5,62.6,55.0,7.69,7.64,4.8,8904.822204541148
1405,1.01,2,7.14,5.0,65.2,52.0,6.31,6.29,4.11,4283.50310652448
1406,1.03,4,4.28,2.5,60.5,57.0,6.58,6.52,3.96,4189.11467802978
1407,0.3,4,8.57,8.75,60.1,57.0,4.38,4.41,2.64,1185.7526713621173
1408,2.03,4,5.71,2.5,62.5,56.0,8.1,8.05,5.05,10591.743762910965
1409,0.54,10,2.85,8.75,60.8,61.0,5.28,5.22,3.19,1985.8403534084318
1410,1.01,10,10.0,2.5,58.3,59.0,6.67,6.63,3.88,4461.3981282328095
1411,1.51,2,2.85,1.25,65.1,57.0,7.16,7.12,4.65,6610.069163126098
1412,0.56,6,8.57,6.25,62.7,60.0,5.25,5.28,3.3,2033.3516042696592
1413,0.47,10,5.71,5.0,61.0,59.0,5.03,5.0,3.06,1256.3119567900612
1414,0.9,6,5.71,2.5,61.1,55.0,6.21,6.26,3.81,3391.7359694223906
1415,0.57,10,8.57,5.0,61.0,58.0,5.34,5.31,3.25,1981.7787024639456
1416,0.36,4,5.71,7.5,61.8,55.0,4.57,4.62,2.84,1106.1456129277085
1417,0.9,10,4.28,5.0,61.2,61.0,6.21,6.14,3.78,3623.3846944051365
1418,0.8,8,7.14,5.0,60.5,62.3,5.97,6.01,3.62,3222.4567737843536
1419,0.5,4,8.57,7.5,61.7,55.7,5.09,5.12,3.13,2054.7789938744645
1420,1.16,6,2.85,3.75,62.7,57.0,6.67,6.76,4.21,4840.897398860772
1421,0.54,4,5.71,2.5,62.3,58.0,5.17,5.2,3.23,1306.4377254306837
1422,0.23,10,8.57,7.5,61.8,58.0,3.94,3.92,2.43,713.6959482692382
1423,0.96,10,10.0,2.5,59.1,58.0,6.53,6.44,3.83,4132.422862577032
1424,0.38,4,8.57,5.0,61.9,57.0,4.61,4.66,2.87,1034.013584793298
1425,0.32,4,5.71,7.5,61.2,56.0,4.42,4.41,2.7,967.496083223059
1426,0.71,4,10.0,7.5,61.6,56.0,5.69,5.77,3.53,3208.6053191688607
1427,1.05,10,7.14,6.25,62.3,55.0,6.57,6.49,4.07,4797.046965160782
1428,1.16,10,5.71,7.5,60.0,59.0,6.89,6.82,4.11,5749.386510943641
1429,0.9,6,10.0,3.75,63.0,58.0,6.11,6.14,3.86,3700.5207215139744
1430,0.41,8,7.14,5.0,59.7,63.0,4.8,4.85,2.88,1049.247795751302
1431,0.71,6,2.85,2.5,61.9,54.0,5.67,5.74,3.53,2083.707482226875
1432,0.74,6,4.28,6.25,62.3,56.0,5.75,5.78,3.59,2837.230608078122
1433,0.73,10,2.85,6.25,61.2,59.0,5.82,5.84,3.57,2638.072065450733
1434,1.16,4,4.28,2.5,61.1,56.0,6.78,6.79,4.15,4921.470912304732
1435,1.57,2,4.28,6.25,67.3,66.0,7.85,5.75,3.87,11045.719985571237
1436,0.3,6,10.0,5.0,62.9,58.0,4.23,4.26,2.67,759.7837703386158
1437,0.58,4,7.14,2.5,60.9,56.0,5.42,5.39,3.29,1661.994314498328
1438,0.32,6,10.0,5.0,62.0,57.0,4.38,4.42,2.73,813.1575341683074
1439,1.51,4,2.85,3.75,62.7,57.0,7.35,7.3,4.59,7132.5454096285775
1440,0.7,10,5.71,3.75,62.0,61.0,5.67,5.62,3.5,2315.734473956354
1441,0.88,4,8.57,2.5,62.2,57.0,6.08,6.2,3.82,3357.7791686510063
1442,0.7,4,5.71,3.75,62.2,56.0,5.72,5.69,3.55,2343.6061304783525
1443,0.25,4,7.14,8.75,62.3,56.0,4.01,4.03,2.5,966.4879859644952
1444,0.7,6,7.14,5.0,62.4,59.0,5.64,5.71,3.54,2552.980563535373
1445,1.07,4,5.71,2.5,61.7,57.0,6.55,6.59,4.05,4416.1607816013475
1446,0.39,2,5.71,10.0,57.1,61.0,4.83,4.88,2.77,1684.2368852121272
1447,1.55,4,7.14,5.0,61.8,54.0,7.44,7.48,4.61,7895.377826447797
1448,1.18,4,2.85,5.0,62.3,56.0,6.76,6.73,4.21,5218.809378556332
1449,1.21,10,4.28,3.75,61.8,58.0,6.83,6.79,4.21,5327.137221686553
1450,0.27,4,2.85,6.25,62.1,54.0,4.16,4.18,2.59,398.2799744963195
1451,0.35,4,4.28,7.5,62.5,57.0,4.54,4.48,2.82,989.3473821187563
1452,0.7,4,4.28,5.0,62.4,56.0,5.63,5.72,3.54,2419.9419025781754
1453,0.91,10,2.85,5.0,62.4,61.0,6.18,6.16,3.85,3492.414895872351
1454,0.33,4,10.0,5.0,62.6,56.0,4.43,4.39,2.76,922.4719032097255
1455,2.14,10,2.85,3.75,61.3,61.0,8.32,8.28,5.09,11383.7601039245
1456,1.2,10,2.85,5.0,62.6,58.0,6.77,6.72,4.22,5307.231746835221
1457,0.3,6,4.28,8.75,62.6,56.0,4.25,4.28,2.67,940.1660548842574
1458,0.5,4,2.85,3.75,59.8,59.0,5.18,5.15,3.09,1158.7693253574143
1459,0.55,4,5.71,5.0,62.2,54.0,5.27,5.28,3.28,1707.6316915700263
1460,2.01,6,4.28,5.0,63.5,59.0,7.92,7.86,5.01,10650.239853358771
1461,0.3,4,4.28,7.5,61.3,57.0,4.33,4.31,2.65,773.1908572791453
1462,1.65,10,10.0,3.75,60.4,60.0,7.63,7.58,4.59,8700.037919207834
1463,0.26,6,7.14,5.0,62.4,58.0,4.06,4.08,2.54,427.7849676183014
1464,0.42,4,10.0,6.25,61.1,57.0,4.84,4.81,2.95,1509.1376538150034
1465,0.5,10,7.14,7.5,61.9,58.0,5.07,5.1,3.15,1808.6344407096221
1466,1.09,4,5.71,5.0,62.4,55.0,6.61,6.56,4.11,4847.670604209463
1467,0.41,10,5.71,3.75,61.3,58.0,4.76,4.8,2.93,773.7573837948257
1468,1.06,10,7.14,3.75,58.4,61.0,6.73,6.69,3.92,4789.5178290135755
1469,1.49,2,7.14,3.75,59.6,63.0,7.2,7.34,4.33,7640.719511573252
1470,0.37,6,7.14,5.0,59.2,61.0,4.63,4.69,2.76,899.9356471020092
1471,0.4,6,10.0,5.0,63.5,55.0,4.69,4.66,2.97,1195.633063499612
1472,0.9,6,8.57,3.75,62.2,60.0,6.14,6.17,3.83,3648.670346647721
1473,0.35,6,4.28,3.75,61.3,55.0,4.55,4.58,2.8,443.0913263927232
1474,1.51,6,8.57,5.0,62.4,59.0,7.26,7.36,4.56,7629.940946125205
1475,1.08,10,5.71,3.75,59.4,60.0,6.7,6.63,3.96,4787.559175001703
1476,0.38,4,7.14,6.25,62.4,54.0,4.64,4.68,2.91,1104.5294987810776
1477,1.06,4,2.85,5.0,61.4,57.0,6.57,6.52,4.02,4566.617865525957
1478,0.51,4,8.57,5.0,61.5,55.0,5.23,5.14,3.19,1689.61684191709
1479,1.0,2,7.14,3.75,64.8,58.0,6.26,6.21,4.04,4097.811090309018
1480,0.32,4,7.14,5.0,60.3,55.0,4.45,4.4,2.67,731.4875720515647
1481,1.02,10,7.14,5.0,62.4,59.0,6.4,6.45,4.01,4401.66723962331
1482,0.42,10,4.28,5.0,62.1,57.0,4.8,4.76,2.97,923.5555106319553
1483,1.02,10,5.71,2.5,62.3,58.1,6.41,6.38,4.0,3971.494562874379
1484,0.31,6,7.14,5.0,63.4,56.0,4.32,4.29,2.73,630.5793966050423
1485,0.9,8,8.57,3.75,63.9,57.0,6.12,6.08,3.9,3551.1033184586177
1486,1.05,4,7.14,5.0,59.1,57.0,6.67,6.66,3.94,4918.927189049156
1487,0.9,8,7.14,3.75,58.0,58.0,6.24,6.28,3.63,3909.8380403622286
1488,0.33,4,10.0,7.5,60.9,57.0,4.46,4.48,2.72,1258.9273189837804
1489,0.4,6,8.57,6.25,60.1,58.0,4.72,4.76,2.85,1331.2668572272269
1490,1.37,4,5.71,2.5,62.8,57.0,7.12,7.06,4.45,6221.681360545439
1491,0.72,4,7.14,10.0,62.0,57.0,5.71,5.78,3.56,3417.8471663369783
1492,1.08,4,2.85,5.0,61.6,56.0,6.63,6.59,4.07,4668.007765833878
1493,0.35,10,8.57,10.0,59.0,61.0,4.64,4.62,2.73,1543.9562875716747
1494,2.02,10,4.28,2.5,61.5,58.0,8.14,8.1,4.99,10513.226044112167
1495,1.88,8,1.42,2.5,57.9,59.0,8.16,8.11,4.71,9863.947390411175
1496,1.52,4,4.28,5.0,61.8,55.1,7.38,7.42,4.58,7498.315293871981
1497,1.01,4,5.71,3.75,62.2,55.0,6.44,6.46,4.01,4175.764462745325
1498,0.56,4,5.71,6.25,60.7,57.0,5.27,5.34,3.22,1988.5057664616634
1499,0.96,10,8.57,2.5,62.8,60.0,6.3,6.24,3.94,3769.369654740023
1500,0.34,6,8.57,3.75,63.4,55.0,4.46,4.44,2.82,669.3996268020765
1501,0.8,4,8.57,3.75,61.1,56.0,5.98,6.01,3.66,3168.7704911123074
1502,0.3,4,10.0,6.25,61.0,57.0,4.31,4.32,2.63,966.6740199036049
1503,0.54,4,8.57,5.0,61.8,57.0,5.23,5.26,3.24,1822.8644832928676
1504,0.71,8,5.71,5.0,63.5,59.0,5.63,5.67,3.59,2452.713375771493
1505,1.01,6,7.14,5.0,61.5,57.0,6.4,6.48,3.96,4463.759261937843
1506,1.02,4,2.85,2.5,62.8,58.0,6.37,6.41,4.01,3864.0026113604454
1507,2.01,6,2.85,5.0,62.1,60.0,7.96,8.01,4.96,10678.37141516503
1508,0.33,4,5.71,6.25,62.4,56.0,4.43,4.45,2.77,802.9479024994125
1509,0.44,4,5.71,3.75,62.7,57.0,4.82,4.85,3.03,975.1632903786449
1510,0.31,6,8.57,8.75,62.3,59.0,4.32,4.38,2.71,1185.4906409734012
1511,0.26,6,5.71,7.5,62.6,56.0,4.1,4.13,2.57,687.0163407618638
1512,1.58,4,8.57,3.75,61.0,57.0,7.5,7.55,4.59,8083.919216292046
1513,0.32,4,8.57,2.5,61.6,56.0,4.4,4.43,2.72,416.91271985464846
1514,0.31,8,5.71,3.75,63.3,57.0,4.3,4.33,2.73,330.27375361719714
1515,0.75,6,4.28,2.5,61.9,56.0,5.79,5.87,3.61,2354.453451613859
1516,0.39,6,4.28,7.5,62.4,57.0,4.67,4.7,2.92,1141.1273953067284
1517,0.41,4,8.57,7.5,62.8,54.0,4.77,4.72,2.98,1542.0894626431655
1518,0.54,4,2.85,10.0,61.6,53.0,5.26,5.3,3.25,2190.829583184697
1519,0.55,4,10.0,7.5,61.5,56.0,5.26,5.28,3.24,2343.1802215669795
1520,0.35,4,4.28,8.75,62.6,57.0,4.47,4.45,2.79,1202.547127944612
1521,1.82,6,5.71,2.5,61.3,58.0,7.83,7.94,4.83,9257.711041442419
1522,0.72,4,1.42,6.25,61.1,56.0,5.84,5.82,3.56,2591.7288545764713
1523,1.52,8,2.85,3.75,64.0,58.0,7.2,7.27,4.63,7017.223356481949
1524,0.4,8,7.14,8.75,60.6,62.0,4.71,4.73,2.86,1541.546644062213
1525,0.3,10,7.14,10.0,61.6,58.0,4.34,4.3,2.66,1234.5079738972217
1526,1.2,4,4.28,3.75,60.8,57.0,6.9,6.88,4.19,5377.198316580405
1527,0.56,2,7.14,5.0,57.0,67.0,5.49,5.36,3.09,2059.9603622332506
1528,0.54,4,4.28,7.5,61.8,56.0,5.25,5.27,3.25,1905.8461353481598
1529,1.55,4,5.71,6.25,62.0,57.0,7.37,7.42,4.58,7993.232830743933
1530,1.33,8,10.0,2.5,59.0,64.0,7.22,7.12,4.23,6526.731295486412
1531,0.37,10,4.28,5.0,61.4,58.0,4.64,4.61,2.84,677.9083806860235
1532,0.37,10,10.0,5.0,60.5,59.0,4.66,4.69,2.83,994.738079088529
1533,1.01,4,7.14,2.5,61.3,57.0,6.4,6.35,3.91,4228.136973449067
1534,1.19,6,10.0,2.5,63.5,57.0,6.67,6.75,4.26,5248.062059861457
1535,0.9,6,2.85,3.75,60.5,58.0,6.22,6.27,3.78,3413.7921851824867
1536,0.32,4,8.57,10.0,62.6,55.0,4.38,4.41,2.75,1457.506869208968
1537,0.67,8,1.42,6.25,64.2,55.6,5.54,5.57,3.57,2108.525786244829
1538,0.4,8,10.0,5.0,63.5,55.0,4.66,4.69,2.97,1161.843663967753
1539,0.35,6,5.71,10.0,62.6,59.0,4.43,4.49,2.79,1406.8726073095986
1540,0.25,4,8.57,7.5,62.1,57.0,4.04,4.07,2.52,819.958360451592
1541,2.38,10,4.28,6.25,60.9,59.0,8.62,8.59,5.24,13555.685417420542
1542,2.03,10,1.42,3.75,62.1,59.0,8.12,8.06,5.02,10507.187816335487
1543,1.08,4,8.57,8.75,61.0,56.0,6.66,6.62,4.05,5576.175879192726
1544,0.71,4,8.57,3.75,60.8,57.0,5.8,5.84,3.54,2596.9705541580515
1545,1.01,10,7.14,2.5,61.3,60.0,6.43,6.4,3.93,4126.404779671846
1546,0.61,6,2.85,5.0,62.7,57.0,5.39,5.42,3.39,1805.8340983677863
1547,0.3,4,2.85,3.75,61.5,57.0,4.3,4.35,2.66,147.2702334354599
1548,0.48,4,7.14,8.75,62.0,55.0,4.99,5.04,3.11,1961.4068587104994
1549,0.43,4,10.0,3.75,61.5,56.0,4.87,4.82,2.98,1226.0847767621417
1550,0.7,10,10.0,6.25,61.0,59.0,5.79,5.72,3.51,2942.558893249099
1551,2.17,4,2.85,3.75,60.4,56.0,8.36,8.43,5.07,11796.148301440428
1552,0.7,8,5.71,5.0,62.1,61.0,5.68,5.69,3.53,2456.679783823949
1553,1.73,4,7.14,6.25,62.1,57.0,7.73,7.64,4.77,9261.572084894282
1554,1.5,6,1.42,6.25,61.3,59.0,7.36,7.41,4.53,7386.140297107524
1555,0.75,10,2.85,3.75,62.5,58.0,5.77,5.82,3.62,2381.366166304193
1556,0.71,8,7.14,5.0,63.8,58.0,5.61,5.64,3.59,2552.204540912511
1557,1.0,6,5.71,6.25,59.4,59.0,6.52,6.54,3.88,4629.098656947055
1558,1.02,8,4.28,2.5,57.9,61.0,6.75,6.68,3.89,4211.803536925525
1559,0.7,10,8.57,3.75,60.7,58.0,5.74,5.73,3.48,2545.0858584349317
1560,0.5,4,8.57,8.75,61.9,58.0,5.07,5.11,3.15,2132.6780099144744
1561,2.15,10,4.28,2.5,62.8,58.0,8.22,8.17,5.15,11212.722618775797
1562,0.34,4,5.71,7.5,61.1,57.0,4.48,4.52,2.75,1032.3264082895712
1563,0.84,6,2.85,7.5,61.7,56.0,6.03,6.07,3.74,3495.107259656548
1564,1.01,6,10.0,2.5,64.0,56.0,6.3,6.38,4.06,4102.463250914061
1565,0.51,10,8.57,2.5,61.8,58.0,5.11,5.08,3.15,1296.3339262495901
1566,0.56,4,10.0,3.75,62.3,56.0,5.26,5.33,3.3,1809.7777394211244
1567,0.35,4,7.14,5.0,61.4,55.0,4.55,4.6,2.81,795.9803336082477
1568,1.05,10,10.0,3.75,61.6,61.0,6.55,6.5,4.02,4652.204835959747
1569,0.46,4,8.57,5.0,62.1,57.0,4.93,4.89,3.05,1453.6407399781128
1570,1.54,10,5.71,6.25,61.1,56.0,7.54,7.48,4.59,7912.076602800846
1571,0.3,4,7.14,8.75,61.6,55.0,4.33,4.37,2.68,1097.1646999110217
1572,0.7,4,5.71,2.5,61.8,53.0,5.73,5.69,3.53,2227.587319366701
1573,0.31,8,4.28,6.25,64.0,59.0,4.25,4.28,2.73,590.7521766382797
1574,0.4,6,8.57,7.5,63.6,55.0,4.67,4.7,2.98,1432.711027953028
1575,1.01,4,10.0,3.75,60.8,56.0,6.54,6.48,3.96,4539.80851888671
1576,0.51,6,5.71,7.5,63.5,56.0,5.11,5.07,3.23,1795.901162421529
